pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,pl_insol,st_teff,st_rad,st_mass,habitable
1.47286006,2.77,0.01575,0.38,200.1,3690.0,0.578,0.563,0
6.08,30.8,0.165,0.2,22.65,5334.0,0.86,0.89,0
5.16,23.3,0.309,0.5,6.46,5334.0,0.86,0.89,0
2.36509493,6.5,0.0932,0.48,317.0,6310.0,1.499,1.084,0
2.23,5.6,0.119,0.18,4.91,4320.0,0.66,0.71,0
2.37,8.92,0.1429,0.2,1.005,3457.0,0.411,0.359,1
2.46597575,11.41003981,0.0756,0.075,67.0,5365.0,0.719,0.735,0
2.71257333,20.97667486,0.05174,0.071,146.9,5128.0,0.789,0.823,0
7.0,32.4,0.074,0.2,87.7,5322.0,0.82,0.88,0
4.1,10.8,0.0971,0.21,48.8,5322.0,0.82,0.88,0
1.11,10.0,0.0344,0.0,583.5,5322.0,0.82,0.88,0
1.73,6.9,0.0382,0.02,116.2,4491.0,0.682,0.711,0
2.85,12.4,0.0662,0.03,38.6,4491.0,0.682,0.711,0
1.84,4.04,0.076,0.1,10.0,4222.06,0.646783,0.676023,0
2.49,6.76,0.107,0.21,5.1,4222.06,0.646783,0.676023,0
1.75,8.0,0.028,0.0,248.0,4503.0,0.72,0.7,0
2.3,444.962,0.009,0.19,114.0,3879.0,0.58,0.595292,0
2.35,8.7,0.1206,0.16,96.0,5942.0,1.115,0.989,0
11.209,126.49634,0.10356,0.258,312.155,6154.0,1.161,1.188,0
1.343,11.26,0.03308,0.079,273.0,5033.0,0.71,0.79,0
1.281,12.81,0.06666,0.2002,67.1,5033.0,0.71,0.79,0
2.358,21.14,0.15224,0.1999,12.9,5033.0,0.71,0.79,0
16.06246934,434.15360396,0.03552,0.03,1860.0,6180.0,1.236,1.256,0
5.4,19.0,0.154,0.06,60.1,5625.0,1.16,1.07,0
7.5,15.4,0.247,0.07,23.4,5625.0,1.16,1.07,0
3.44,24.5,0.0287,0.428,9.91,3207.0,0.2932,0.2634,0
18.41635529,546.66486004,0.04392,0.053,2520.03,6860.0,1.755,1.637,0
9.26982704,68.96876432,0.1086,0.274,180.0,5490.0,1.663,1.107,0
2.41,14.9,0.2573,0.15,8.17,5368.0,0.85,0.88,0
0.705,0.29013072,0.0679,0.042,32.4,4285.0,0.703,0.686,0
2.93,8.9,0.1035,0.047,13.95,4285.0,0.703,0.686,0
2.73,14.3,0.1249,0.043,9.581,4285.0,0.703,0.686,0
4.48,30.9,0.06702,0.251,116.0,5248.0,0.885,0.866,0
2.18575124,5.42,0.0664,0.52,195.7304,5680.0,0.973,0.974,0
2.32,5.99,0.0214,0.0,30.1,3214.0,0.288,0.257,0
2.78,8.15,0.04771,0.078,42.6,4140.0,0.607,0.63,0
2.59,9.68,0.03817,0.0,234.31,4975.0,0.787,0.83,0
3.53,15.68,0.0824,0.0,50.35,4975.0,0.787,0.83,0
2.48,6.5,0.1178,0.0,24.61,4975.0,0.787,0.83,0
1.95,10.7,0.18041,0.0,10.5,4975.0,0.787,0.83,0
13.33871,232.0159,0.04217,0.066,293.0,5358.0,0.86,0.94,0
1.589,6.49,0.03261,0.0,633.0,5520.0,0.899,0.934,0
2.63,24.5,0.13,0.04,67.0,5725.0,1.09,1.0,0
10.054473,106.47305,0.0451,0.0,97.8595,4444.0,0.7,0.74,0
2.078,5.11,0.0747,0.107,10.5,3844.0,0.546,0.549,0
1.582,2.68,0.1357,0.048,3.17,3844.0,0.546,0.549,0
1.458,2.2,0.2014,0.091,1.44,3844.0,0.546,0.549,1
11.646151,184.02357,0.04839,0.0,299.0,5425.0,0.844,0.9,0
11.88154,563.83042,0.022,0.0,1272.0,5280.0,0.78,0.91,0
5.299,15.0,0.0795,0.03,77.7,5271.0,0.86,0.83,0
3.134,8.1,0.13843,0.049,25.6,5271.0,0.86,0.83,0
3.484,6.7,0.18422,0.05,14.5,5271.0,0.86,0.83,0
2.05124347,4.86,0.02839,0.44,68.5516,3750.0,0.595,0.578,0
8.675766,82.6358,0.1016,0.0697,45.7,5282.0,0.822,0.901,0
13.75,539.67534,0.0442,0.0,963.566,6168.0,1.42,1.16,0
1.32,2.3,0.031,0.13,211.0,4402.71,0.619575,0.701968,0
1.93,4.38,0.055,0.12,68.0,4402.71,0.619575,0.701968,0
1.43,4.3,0.02288,0.093,519.0,4916.0,0.718,0.79,0
3.2,7.9,0.05528,0.089,89.0,4916.0,0.718,0.79,0
4.02,15.23,0.0883,0.11,115.0,5679.0,0.98,0.958,0
1.655,7.7,0.0503,0.11,490.0,5705.0,1.141,1.054,0
2.49,7.4,0.0959,0.086,135.3,5705.0,1.141,1.054,0
6.27704,28.6047,0.05708,0.0,1356.0,4881.0,2.97,0.66,0
2.1,5.06,0.078,0.08,15.6,4014.73,0.569359,0.635026,0
10.55,196.0,0.1208,0.042,3.3,3711.0,0.541,0.562,0
4.51,18.5,0.03784,0.07,49.0,3840.6,0.542,0.571,0
6.71,36.4,0.0224,0.1,100.0,4103.0,0.445,0.503,0
2.6116925,7.33,0.0761,0.24,6.1,3990.0,0.643,0.615,0
3.82,14.0,0.03486,0.07,115.0,4456.0,0.63,0.696,0
2.30905002,5.94,0.0752,0.25,24.1,4413.0,0.671,0.699,0
7.655747,135.39558,0.045,0.0,1212.0,5500.0,1.12,0.97,0
2.49,21.3,0.05983,0.0,840.0,5887.0,1.67,1.11,0
4.03523305,15.3,0.1867,0.24,125.0,5700.0,1.533,1.056,0
1.08,1.28,0.04,0.11,8.5,3360.47,0.330989,0.271365,0
1.16,1.65,0.078,0.11,2.2,3360.47,0.330989,0.271365,0
1.01,1.01,0.05,0.11,5.4,3360.47,0.330989,0.271365,0
1.29,2.21,0.106,0.11,1.2,3360.47,0.330989,0.271365,1
2.4996027,603.877,0.0753,0.29,58.0,5160.0,0.792,0.847,0
4.09,9.2,0.0988,0.23,181.0,5897.0,1.265,1.066,0
1.97,4.54,0.059,0.06,62.9,4674.13,0.634663,0.745273,0
1.244,2.08,0.03014,0.07,41.5,3910.0,0.424,0.484,0
1.483,2.8,0.07131,0.06,7.42,3910.0,0.424,0.484,0
1.2,1.87,0.013,0.24,479.0,4427.0,0.68,0.678307,0
1.23,2.04,0.0345,0.26,7.8,3537.0,0.256,0.258,0
0.615,0.17,0.01462,0.15,78.0,3691.0,0.318,0.347,0
2.6,7.27,0.096,0.07,10.2,4484.0,0.619,0.629,0
1.3,2.24,0.035,0.19,80.8,4421.98,0.634754,0.704613,0
1.1,1.37,0.0164,0.09,46.0,3622.0,0.284,0.292,0
13.45077684,174.48779544,0.0854,0.207,114.149,4673.0,4.14,1.17,0
5.06645928,34.00763955,0.0986,0.119,992.258,6260.0,1.518,1.246,0
12.442,8654.15,0.02466,0.0099,5165.92,6516.0,1.471,1.335,0
15.13215,54.34893,0.06229,0.0007,1433.0,5375.0,2.69,1.44,0
19.95202,301.9385,0.06708,0.0,1749.0,6279.0,2.37,1.591,0
19.537287,408.09372,0.03005,0.0,826.113,5720.0,1.52,1.239,0
19.50366,416.3573,0.04613,0.0,1612.7618,6003.0,1.78,2.06,0
15.860735,874.0325,0.02044,0.0,6992.0328,6236.0,1.36,1.211,0
17.59813,375.0394,0.0455,0.0,3152.0,6670.0,1.908,1.524,0
15.13215,540.311,0.05497,0.0,3108.45,6327.0,1.93,1.54,0
19.514869,1074.90106,0.0542,0.0,4362.5,8720.0,1.565,1.76,0
17.777474,1242.7153,0.05224,0.0,2950.0,7598.0,1.638,1.458,0
14.829507,298.12454,0.03302,0.0,991.183,5899.0,0.996,0.944,0
12.71098411,1458.83238813,0.0665,0.0319,624.0,6426.0,1.338,1.268,0
19.044091,286.68266,0.04317,0.0,1840.0,6206.0,1.603,1.201,0
14.5717,165.2716,0.07939,0.22,718.188,6102.0,1.73,1.42,0
17.9344,441.7837,0.04415,0.0,1793.88,6768.0,1.81,1.76,0
18.15858,209.7678,0.0455,0.04,983.3098,5754.0,1.46,0.81,0
21.196219,915.3504,0.03462,0.0,44900.0,10170.0,2.362,2.52,0
6.4,33.6,1.19671,0.0,2.9,6340.0,1.24,1.07,0
4.6,19.2,1.55346,0.0,3.356,6065.0,1.03,0.98,0
2.91,8.8,0.07006,0.0,20.56,4135.0,0.619,0.629,0
3.56,12.4,0.16071,0.0,3.91,4135.0,0.619,0.629,0
13.78707,349.613,0.154,0.34,196.507,6635.0,1.4,1.5,0
10.54,460.83,0.382,0.772,7.28,5520.0,1.13,0.99,0
16.948008,2949.4624,0.03641,0.00064,25339.901,7650.0,1.74,1.72,0
3.438,9.5,0.09586,0.05561,68.563,5466.0,0.897,0.99,0
1.9,4.6,0.14728,0.014,44.8,5833.0,0.972,1.02,0
1.9,9.0,0.112293,0.0114,76.81,5833.0,0.972,1.02,0
8.86,71.0,0.52661,0.0,5.7,5922.0,1.143,1.076,0
5.44,15.0,0.86695,0.0,2.49,5922.0,1.143,1.076,0
1.13,2.23,0.19924,0.0,11.8,5233.0,0.835,0.901,0
2.58,11.02,0.0634,0.0,27.35,4413.0,0.667,0.681,0
2.80224517,7310.053361,0.5,0.36,78.19,5900.0,1.2,0.91,0
1.19,9.2,0.14247,0.0,90.2,6001.0,1.255,0.858,0
1.21,10.36,0.18688,0.0,52.5,6001.0,1.255,0.858,0
1.31,2.27,0.074,0.0,316.442,6080.0,1.2,1.2,0
1.19,1.81,0.089,0.0,236.315,6080.0,1.2,1.2,0
2.87,8.6,0.32,0.0,18.168,6080.0,1.2,1.2,0
2.66,7.56,0.42,0.0,10.228,6080.0,1.2,1.2,0
2.88,8.65,0.48,0.0,6.796,6080.0,1.2,1.2,0
8.1,15.0,0.71,0.049,3.387,6080.0,1.2,1.2,0
11.3,203.0,1.01,-0.011,1.849,6080.0,1.2,1.2,0
11.09691,613.4119,0.534,0.496,3.3,5830.0,0.96,1.01,0
0.51,99.2,0.008,0.0,320.0,3515.0,0.4,0.41,0
2.22,5.56,0.0678,0.0,99.24,5241.0,0.874,0.879,0
2.34,6.08,0.1456,0.0,8.27,4324.0,0.788,0.76,0
1.71,10.5,0.05119,0.25,1053.181,6182.0,1.52,1.277,0
4.32,15.6,0.1013,0.43,268.219,6182.0,1.52,1.277,0
11.27,106.0,0.1684,0.022,97.12,6182.0,1.52,1.277,0
6.56,35.0,0.3046,0.019,29.7,6182.0,1.52,1.277,0
4.3,17.1,0.0504,0.12,186.31,5295.0,0.818,0.928,0
11.54527,346.4347,0.0269,0.0,729.0,5165.0,0.907,0.892,0
1.47,3.26,0.01685,0.0,3820.0,5708.0,1.065,0.91,0
2.355,11.4,0.241,0.13,18.68,5708.0,1.065,0.91,0
1.32,7.34,0.07309,0.13,478.214,5825.0,1.49,1.08,0
2.2,7.05,0.11061,0.02,208.657,5825.0,1.49,1.08,0
1.61,3.0,0.21747,0.38,53.981,5825.0,1.49,1.08,0
4.76,20.3,0.5326,0.0,18.0,6453.0,1.51,1.4,0
3.15,10.1,0.11147,0.0,40.853,5491.0,0.88,0.9,0
1.57799279,3.11,0.08296,0.0,72.4,5376.0,0.836475,0.93,0
1.71,3.57,0.0564,0.0,981.68,6144.0,1.57,1.22,0
1.78,3.82,0.04333,0.0,814.925,6109.0,1.17,1.11,0
6.28,32.5,0.06791,0.0,1610.087,4972.0,3.39,1.11,0
1.5,2.86,0.06717,0.0,301.329,5782.0,1.06,1.0,0
1.54,2.99,0.1464,0.0,153.493,5328.0,0.74,0.78,0
1.44,2.67,0.048,0.0,42.62,4587.0,0.7,0.73,0
1.28,2.18,0.09755,0.0,35.408,5066.0,0.78,0.81,0
2.17,5.35,0.0796,0.0,11.561,4027.0,0.57,0.59,0
5.77,51.1,0.0474,0.086,1240.332,5667.0,1.56,1.17,0
1.25,3.78,0.0684,0.0,596.069,5667.0,1.56,1.17,0
2.32,5.99,0.193,0.0,10.17,5253.0,0.82,0.86,0
2.87,8.6,0.0633,0.0,108.788,5416.0,0.88,0.91,0
1.29,2.21,0.06066,0.0,191.811,5556.0,0.91,0.95,0
2.15,5.27,0.137,0.0,16.101,4954.0,0.76,0.81,0
2.39,6.3,0.121,0.0,33.479,5388.0,0.84,0.88,0
3.55,12.3,0.1345,0.0,172.112,6769.0,1.81,1.49,0
2.18,5.39,0.03044,0.0,1445.204,5821.0,1.0,0.99,0
3.68,13.1,0.43519,0.0,7.071,5821.0,1.0,0.99,0
1.99,4.62,0.07196,0.0,119.603,5473.0,0.87,0.93,0
2.58,7.18,0.253,0.0,12.098,5518.0,0.88,0.91,0
1.46,2.73,0.0221,0.0,330.249,4433.0,0.67,0.7,0
0.46,1.1,0.05521,0.1,90.0,4909.0,0.724,0.803,0
0.567,1.7,0.06702,0.094,61.0,4909.0,0.724,0.803,0
1.154,3.0,0.08618,0.092,36.9,4909.0,0.724,0.803,0
2.17,4.7,0.1162,0.089,20.3,4909.0,0.724,0.803,0
0.861,4.3,0.1656,0.1,10.0,4909.0,0.724,0.803,0
2.28,5.82,0.37594,0.0,2.339,5227.0,0.8,0.87,0
2.33,6.04,0.1034,0.0,50.37,5431.0,0.86,0.89,0
2.36,6.17,0.0805,0.0,19.258,4445.0,0.68,0.71,0
2.63,7.41,0.30284,0.0,6.978,5494.0,0.89,0.93,0
3.91,14.5,0.3033,0.0,5.446,5143.0,0.78,0.81,0
1.98,4.58,0.21607,0.0,17.952,6089.0,1.13,1.09,0
2.21,5.52,0.1977,0.0,5.988,4948.0,0.75,0.79,0
0.89,0.64,0.02911,0.0,1162.51,5436.0,0.82,0.91,0
1.33,2.33,0.0354,0.0,519.636,5522.0,0.87,0.9,0
1.26,2.13,0.047,0.0,92.16,5030.0,0.77,0.82,0
3.486,9.8,0.13223,0.093,149.9,6009.0,1.492,1.212,0
5.45,38.0,0.6639,0.095,5.95,6009.0,1.492,1.212,0
2.48,6.71,0.1338,0.0,16.881,4983.0,0.76,0.8,0
0.87,0.59,0.0218,0.0,3973.86,6011.0,1.12,1.09,0
1.87,4.16,0.0361,0.0,176.144,4647.0,0.71,0.77,0
2.51,6.85,0.0761,0.0,159.422,5547.0,0.92,0.94,0
2.26,5.73,0.0965,0.0,36.787,5198.0,0.8,0.83,0
1.17,1.71,0.03883,0.0,1180.064,5763.0,0.97,0.98,0
3.01,9.32,0.47726,0.0,2.821,5533.0,0.89,0.95,0
1.28,2.18,0.0198,0.0,1015.434,5105.0,0.78,0.82,0
3.53,12.2,0.5238,0.0,1.512,5335.0,0.83,0.87,0
1.4162338,2.59,0.0692,0.0,89.24,5159.0,0.821,0.868,0
1.46,2.73,0.01714,0.0,668.128,4870.0,0.74,0.79,0
3.1,19.6,0.094,0.0,119.907,5711.0,1.349,0.818,0
3.13,7.14430805,0.153,0.0,45.438,5711.0,1.349,0.818,0
3.58,5.54022107,0.257,0.0,16.012,5711.0,1.349,0.818,0
2.08,4.98,0.67249,0.0,2.121,5694.0,0.96,0.98,0
2.94,8.96,0.1688,0.0,117.956,5957.0,1.08,1.06,0
2.19,5.43,0.0756,0.0,25.66,4815.0,0.72,0.75,0
2.55,7.04,0.2159,0.0,21.692,5629.0,0.9,0.92,0
2.67,7.61,0.0741,0.0,218.497,5985.0,1.11,1.08,0
2.69,7.7,0.1616,0.0,19.127,5301.0,0.82,0.86,0
1.71,3.57,0.11858,0.0,101.4,5913.0,1.04,1.04,0
2.09,5.02,0.29871,0.0,28.851,5754.0,1.13,1.08,0
0.99,0.937,0.04413,0.0,1323.065,5754.0,1.13,1.08,0
1.61,3.22,0.059,0.0,96.976,4651.0,0.7,0.75,0
0.95,0.809,0.0349,0.0,50.427,3864.0,0.49,0.51,0
2.53,10.8,0.06016,0.02,341.809,5933.0,1.026,0.991,0
1.44,5.6,0.07229,0.02,236.167,5933.0,1.026,0.991,0
1.6,3.19,0.12353,0.0,62.025,6010.0,1.13,1.09,0
1.48,2.79,0.15264,0.0,40.644,6010.0,1.13,1.09,0
3.4,11.5,0.18395,0.0,87.457,6675.0,1.73,1.43,0
2.93,8.91,0.20988,0.0,20.976,5888.0,1.03,1.03,0
2.3,5.9,0.6135,0.0,1.96,5818.0,0.848,0.937,0
0.98,0.904,0.0315,0.0,139.818,4529.0,0.69,0.74,0
2.63,7.41,0.05542,0.0,760.524,6209.0,1.34,1.22,0
1.23,2.04,0.0335,0.0,647.256,5723.0,0.94,0.98,0
3.01,9.32,0.1629,0.0,56.91,6127.0,1.2,1.12,0
3.36,11.2,0.1138,0.0,69.213,5987.0,1.1,1.07,0
2.72,7.85,0.3679,0.0,0.77,4644.0,0.69,0.73,1
1.73,3.64,0.044,0.0,174.074,4906.0,0.72,0.75,0
0.82,5.3,0.06491,0.0,277.216,5858.0,1.04,1.0,0
2.5,10.44,0.10987,0.0,96.905,5858.0,1.04,1.0,0
0.95,8.1,0.16063,0.0,45.357,5858.0,1.04,1.0,0
2.56,11.17,0.24006,0.0,20.294,5858.0,1.04,1.0,0
2.38,6.26,0.2495,0.0,17.416,5797.0,0.99,0.99,0
1.98,4.58,0.0388,0.0,788.501,6067.0,1.07,1.09,0
1.76,3.75,0.0748,0.0,33.76,4597.0,0.7,0.75,0
1.49,2.83,0.1176,0.0,54.93,5945.0,1.14,1.09,0
1.55,3.02,0.1183,0.0,24.87,5153.0,0.79,0.85,0
3.73,13.4,0.0455,0.0,419.91,5635.0,0.93,0.94,0
1.6,3.19,0.0344,0.0,734.619,5635.0,0.93,0.94,0
2.36,6.17,0.0298,0.0,710.019,5762.0,0.98,0.98,0
0.8,0.437,0.0164,0.0,2761.757,5592.0,0.93,0.95,0
1.74682428,3.7,0.06069,0.0,190.8,5594.0,0.934,0.981,0
3.63,12.8,0.13038,0.0,55.933,5806.0,1.01,1.01,0
1.6,3.19,0.16587,0.0,78.175,5722.0,0.98,0.99,0
1.536,3.8,0.04544,0.1,1073.0,5854.0,1.447,1.238,0
1.597,10.0,0.06064,0.08,602.0,5854.0,1.447,1.238,0
0.86,7.7,0.08377,0.11,315.0,5854.0,1.447,1.238,0
2.903,14.1,0.12638,0.1,138.7,5854.0,1.447,1.238,0
1.73,3.64,0.06753,0.0,380.134,6261.0,1.32,1.21,0
2.38,6.26,0.0629,0.0,45.12,5215.0,0.81,0.86,0
1.58,3.12,0.02742,0.0,2944.0,6199.0,1.32,1.2,0
2.3,5.9,0.0805,0.0,128.55,5792.0,1.0,1.0,0
1.64,3.33,0.0483,0.0,357.082,5792.0,1.0,1.0,0
1.48770949,2.82,0.0352,0.0,828.59,5509.0,1.116,0.924,0
1.25,2.1,0.0536,0.0,27.569,4002.0,0.57,0.6,0
1.42,2.6,0.0208,0.0,143.968,3959.0,0.54,0.56,0
0.8,0.437,0.0611,0.0,83.18,4868.0,0.74,0.79,0
2.77,8.1,0.2101,0.0,26.928,5816.0,1.02,1.02,0
1.9,4.27,0.0388,0.0,373.99,5612.0,0.92,0.94,0
1.63,3.29,0.1092,0.0,195.353,5758.0,1.36,1.08,0
8.65,56.0,0.292,0.22,47.4,5854.0,2.192,1.247,0
8.18,50.9,0.721,0.04,7.8,5854.0,2.192,1.247,0
3.28,10.8,0.3781,0.0,55.45,5956.0,1.16,1.1,0
1.01,1.01,0.04662,0.0,225.216,5345.0,0.84,0.88,0
1.12,1.46,0.02571,0.0,2949.557,5923.0,1.14,1.03,0
3.36,11.2,0.1899,0.0,10.148,5049.0,0.77,0.81,0
1.11,1.41,0.0324,0.0,1766.593,6113.0,1.28,1.12,0
7.22,41.2,0.73361,0.0,2.055,6000.0,1.14,1.11,0
3.26817741,10.7,0.29798,0.0,11.8,5816.0,1.0783,1.05,0
2.44,6.53,0.1198,0.0,9.157,4350.0,0.66,0.7,0
2.94,8.96,0.503,0.0,0.519,4350.0,0.66,0.7,1
0.61,0.165,0.01554,0.0,3496.493,5589.0,0.94,0.96,0
1.42,2.6,0.16163,0.0,44.887,5975.0,1.08,1.08,0
1.83,4.01,0.0497,0.0,26.266,3753.0,0.49,0.52,0
2.49,4.9,0.0701,0.11,442.0,5950.0,1.387,1.094,0
2.65,8.2,0.1546,0.098,91.0,5950.0,1.387,1.094,0
2.25,5.69,0.63323,0.0,1.825,5321.0,0.82,0.86,0
3.29265785,10.9,0.22622,0.0,13.8,5330.0,1.013,0.869,0
1.46,2.73,0.0252,0.0,1740.858,5851.0,1.03,1.01,0
2.07,4.94,0.2996,0.0,17.016,5862.0,1.0,0.99,0
1.95,4.46,0.17543,0.0,98.8,6166.0,1.2,1.13,0
1.96,4.5,0.41037,0.0,18.1,6166.0,1.2,1.13,0
3.18,10.2,0.3625,0.0,10.336,6112.0,1.21,1.14,0
1.21,1.92,0.0514,0.0,356.54,5658.0,0.92,0.94,0
1.24,2.07,0.034,0.0,124.866,4306.0,0.63,0.66,0
3.26,10.7,0.5791,0.0,1.3,5211.0,0.79,0.82,1
1.3,2.24,0.0358,0.0,995.67,5794.0,0.99,0.99,0
2.83,8.4,0.0337,0.0,766.344,5837.0,1.0,1.01,0
1.8,1.9,0.091,0.045,146.36,5663.0,1.065,0.961,0
2.87,2.9,0.107,0.026,107.224,5663.0,1.065,0.961,0
3.12,7.3,0.155,0.004,51.115,5663.0,1.065,0.961,0
4.19,8.0,0.195,0.012,32.34,5663.0,1.065,0.961,0
2.49,2.0,0.25,0.013,19.53,5663.0,1.065,0.961,0
3.33,25.0,0.466,0.15,5.65,5663.0,1.065,0.961,0
1.83,4.01,0.107,0.0,153.881,5960.0,1.149,0.989,0
2.21,5.52,0.198,0.0,45.336,5960.0,1.149,0.989,0
1.75,3.71,0.06745,0.0,238.508,6247.0,1.34,1.21,0
2.47,6.66,0.3483,0.0,3.577,5614.0,0.91,0.94,0
2.66,7.56,0.2731,0.0,22.981,5724.0,0.94,0.96,0
2.27,5.77,0.15336,0.0,160.282,6092.0,1.15,1.11,0
1.23,2.04,0.06321,0.0,813.524,6417.0,1.41,1.3,0
2.01,4.7,0.0471,0.0,47.18,4299.0,0.68,0.71,0
1.65,3.36,0.0239,0.0,2399.974,6104.0,1.17,1.11,0
1.34,2.36,0.01285,0.0,2387.261,5268.0,0.82,0.86,0
1.46,2.73,0.0511,0.0,206.414,5406.0,0.84,0.88,0
2.19,5.43,0.2466,0.0,11.382,5893.0,1.06,1.05,0
1.58,3.12,0.046,0.0,677.503,5952.0,1.157,1.171,0
7.0840758,222.4798849,0.751,0.176,2.48,5914.0,1.145,1.118,0
2.66,7.56,0.0754,0.0,43.136,4781.0,0.7,0.73,0
2.0,4.66,0.0872,0.0,118.52,6077.0,1.15,1.1,0
3.02,9.38,0.1239,0.0,254.963,6496.0,1.54,1.34,0
2.81,8.3,0.2415,0.0,22.849,5931.0,1.17,1.12,0
1.35,2.39,0.11056,0.0,39.321,5374.0,0.83,0.87,0
1.7,3.53,0.2134,0.0,516.101,8480.0,1.73,1.6,0
2.54,6.99,0.233,0.0,15.793,5641.0,0.93,0.95,0
1.11,1.41,0.05485,0.0,194.976,5612.0,0.93,0.95,0
2.74,7.95,0.2079,0.0,20.011,5688.0,0.97,0.96,0
1.92,4.35,0.0812,0.0,182.69,6083.0,1.17,1.11,0
2.36,6.17,0.076,0.0,123.818,5544.0,0.841,0.782,0
2.4,6.35,0.172,0.0,24.255,5544.0,0.841,0.782,0
1.38,2.48,0.0369,0.0,206.874,4904.0,0.74,0.78,0
1.91,4.31,0.11818,0.0,205.272,6231.0,1.59,1.29,0
2.04,4.82,0.2315,0.0,23.263,5544.0,0.89,0.92,0
1.67,3.43,0.0497,0.0,190.016,5500.0,0.9,0.93,0
1.28,2.18,0.0305,0.0,50.777,3658.0,0.34,0.35,0
1.84,4.04,0.1348,0.0,41.04,5683.0,0.94,0.95,0
1.73,3.64,0.41251,0.0,4.55,5798.0,0.93,0.92,0
1.45,2.7,0.6193,0.0,2.06,5678.0,0.921,0.794,0
1.96,4.5,0.0556,0.0,160.765,5664.0,0.95,0.97,0
3.65,12.9,0.302,0.0,6.451,5543.0,0.91,0.94,0
2.96,9.06,0.16481,0.0,32.265,5831.0,1.0,1.0,0
2.73,7.9,0.35367,0.0,7.006,5831.0,1.0,1.0,0
1.82,11.7,0.05123,0.0,105.333,4725.0,0.69,0.75,0
2.18,8.7,0.07796,0.0,45.596,4725.0,0.69,0.75,0
0.8,0.437,0.05963,0.0,162.65,5403.0,0.81,0.9,0
0.79239584,0.422,0.04238,0.0,316.9,5450.0,0.842,0.944,0
0.64472273,0.202,0.05068,0.0,221.4,5450.0,0.842,0.944,0
1.59,3.15,0.0459,0.0,453.142,5851.0,1.04,1.03,0
2.35,6.12,0.2881,0.0,4.547,5298.0,0.83,0.87,0
1.97,4.54,0.0983,0.0,55.758,5569.0,0.9,0.93,0
2.64,7.46,0.1242,0.0,29.864,5281.0,0.81,0.84,0
1.85,4.08,0.3436,0.0,25.76,5656.0,0.94,0.96,0
1.64,3.33,0.0299,0.0,150.055,4512.0,0.68,0.72,0
2.2,5.48,0.1871,0.0,197.846,6807.0,1.84,1.5,0
1.7,3.53,0.0415,0.0,245.904,5582.0,0.92,0.95,0
1.19,1.81,0.01664,0.0,1717.276,5550.0,0.91,0.94,0
1.26,1.09,0.053,0.0,92.535,4605.0,0.667,0.77,0
1.6,2.8,0.06482,0.0,51.623,4660.0,0.54,0.56,0
2.53,3.9,0.08358,0.0,31.016,4660.0,0.54,0.56,0
2.77,8.1,0.1478,0.0,13.051,4850.0,0.73,0.76,0
0.82,0.477,0.03496,0.0,1146.953,5791.0,1.07,1.01,0
1.47,2.76,0.1343,0.0,147.817,5685.0,0.96,0.97,0
1.67,3.43,0.0371,0.0,173.056,5053.0,0.77,0.81,0
3.6,12.6,0.6477,0.0,0.568,5053.0,0.77,0.81,1
1.99,4.62,0.1291,0.0,62.061,5753.0,0.96,0.98,0
1.4,2.54,0.0443,0.0,198.43,5064.0,0.75,0.79,0
1.23,2.04,0.0325,0.0,227.962,4692.0,0.7,0.74,0
2.61,7.32,0.0961,0.0,206.563,5941.0,1.14,1.09,0
1.69,3.5,0.0188,0.0,815.407,5054.0,0.77,0.81,0
1.44,2.67,0.0473,0.0,653.831,5833.0,1.01,1.02,0
1.09,1.32,0.036,0.0,1215.757,5979.0,1.205,1.042,0
2.6,7.27,0.087,0.0,209.101,5979.0,1.205,1.042,0
1.02,1.04,0.0382,0.0,153.741,4754.0,0.72,0.76,0
2.22,5.56,0.3197,0.0,4.86,5470.0,0.85,0.88,0
0.87,0.59,0.0223,0.0,139.601,3964.0,0.53,0.55,0
1.73,3.64,0.0277,0.0,761.808,5470.0,0.88,0.91,0
2.34,6.08,0.0631,0.0,652.966,6327.0,1.43,1.26,0
2.36,6.17,0.0875,0.0,339.573,6327.0,1.43,1.26,0
2.03,4.78,0.2006,0.0,32.52,5842.0,1.03,1.03,0
1.32,2.3,0.09704,0.0,83.014,5778.0,1.0,1.0,0
1.09,1.32,0.0448,0.0,95.443,4679.0,0.71,0.76,0
2.34,6.08,0.12643,0.0,449.699,6203.0,1.95,1.41,0
2.37,6.21,0.1603,0.0,80.984,6217.0,1.28,1.19,0
3.42,11.6,0.069,0.0,594.451,6142.0,1.454,1.198,0
2.3,5.9,0.116,0.0,208.982,6142.0,1.454,1.198,0
2.14,5.22,0.0755,0.0,93.308,5519.0,0.89,0.92,0
2.13,5.18,0.0784,0.0,26.229,4253.0,0.57,0.59,0
2.21,5.52,0.19,0.0,12.245,5390.0,0.84,0.89,0
1.81,3.93,0.2832,0.0,6.14,5225.0,0.859,0.861,0
1.03,1.08,0.06868,0.0,511.757,6302.0,1.35,1.22,0
1.12,1.46,0.04635,0.0,181.205,5183.0,0.79,0.85,0
1.55,3.02,0.0914,0.0,464.773,6080.0,1.18,1.13,0
3.36093385,11.2,0.1969,0.0,40.76,6249.0,1.076,1.13,0
1.69,3.5,0.1975,0.0,14.188,5446.0,0.86,0.9,0
1.71,3.57,0.0175,0.0,1039.697,4971.0,0.75,0.79,0
